Time,Muscle,Side,MQ(0-100),MQ(raw),Fat %
2018-02-04T08:03:10.410Z, chest, l, 99.54119, 170.45047, 7.5
2018-02-04T08:01:23.445Z, chest, r, 99.3898, 167.63284, 8.9
2018-02-04T07:59:39.324Z, calves, l, 99.15778, 142.31711, 8.6
2018-02-04T07:59:22.766Z, calves, r, 98.438545, 139.61462, 9.6
2018-02-04T07:59:06.069Z, biceps, l, 95.94121, 139.8145, 10.9
2018-02-04T07:58:49.684Z, biceps, r, 90.12218, 135.01736, 11.7
2018-02-04T07:58:34.840Z, abs, l, 99.13056, 171.68176, 6.9
2018-02-04T07:58:20.705Z, abs, r, 99.5644, 180.1076, 6.2
2018-02-04T07:55:42.082Z, calves, r, 99.31241, 143.19592, 10
2018-02-04T07:54:54.883Z, biceps, l, 91.40777, 135.83289, 11.7
2018-02-04T07:54:34.676Z, biceps, r, 84.679, 132.14528, 11.7
2018-02-04T07:54:15.736Z, abs, l, 98.29564, 163.34575, 8.4
2018-02-04T07:53:58.809Z, abs, r, 99.1509, 171.97205, 7.2
2018-01-28T08:28:16.580Z, total, r, 99.631134, 165.41556, 8.4
2018-01-28T08:28:10.433Z, upper_back, l, 99.48833, 159.8169, 7.6
2018-01-28T08:27:53.103Z, upper_back, r, 99.652466, 161.86954, 6.9
2018-01-28T08:27:09.864Z, triceps, l, 98.75562, 159.78983, 9.2
2018-01-28T08:26:51.595Z, triceps, r, 98.7077, 159.49713, 9.2
2018-01-28T08:26:31.832Z, shoulders, l, 98.94411, 152.54837, 10
2018-01-28T08:26:03.623Z, shoulders, r, 99.01143, 152.97092, 9.4
2018-01-28T08:25:47.285Z, quads, l, 98.23983, 159.24545, 9.2
2018-01-28T08:25:22.579Z, quads, r, 98.3631, 159.96576, 9.4
2018-01-28T08:24:27.599Z, lower_back, l, 99.85934, 169.17392, 7.3
2018-01-28T08:24:10.945Z, lower_back, r, 99.86009, 169.21721, 7.3
2018-01-28T08:23:42.195Z, hamstrings, l, 99.590416, 162.14127, 8.6
2018-01-28T08:23:27.207Z, hamstrings, r, 99.58749, 162.08896, 8.4
2018-01-28T08:23:10.511Z, glutes, l, 99.906425, 162.41646, 8.2
2018-01-28T08:22:46.567Z, glutes, r, 99.91458, 163.10179, 7.9
2018-01-28T08:22:25.153Z, forearms, l, 97.41164, 132.6806, 9
